,Jang-hESCs_Control_71,Jang-hESCs_Control_72,Jang-hESCs_Control_73,Jang-iPSCs_Control_74,Jang-iPSCs_Control_75,Jang-iPSCs_Control_76,Jang-iPSCs_AMN_77,Jang-iPSCs_AMN_78,Jang-iPSCs_AMN_79,Jang-iPSCs_CCALD_80,Jang-iPSCs_CCALD_81,Jang-iPSCs_CCALD_82
PLPP4,7.061567999999999,7.002067,7.200410000000001,7.027672,7.253385000000001,7.111461,6.8755630000000005,6.867561,7.101082000000001,6.958987,7.146725,7.072545
PLPP5,7.788052,7.6668395,7.6472275,7.561623,7.4980115000000005,7.596941999999999,7.498904,7.446474,7.847427499999999,7.4668215,7.6214095,7.468324000000001
PLPP6,8.715536,8.868128,8.867329,8.420472,8.664642,8.783949,8.676051,8.630767,8.376885000000001,8.118069,8.559974,8.160945
PLPP7,6.4461900000000005,7.359374000000001,8.02645,7.207497999999999,7.130938,7.242838000000001,7.16586,7.209169999999999,7.911658999999999,6.5301279999999995,6.613825,6.980719000000001
PLPPR1,6.5516559999999995,6.3984559999999995,6.52036,6.389722,6.484216,6.4556510000000005,6.366675,6.444094000000001,6.650311,6.4426120000000004,6.432103,6.509493
PLPPR2,7.4779089999999995,7.7313979999999995,7.881908999999999,7.733903,7.842021000000001,7.714747999999999,7.7458350000000005,7.635859,7.9753050000000005,7.774682,7.691432000000001,7.774682
PLPPR3,6.52022,6.796923,7.035324,6.799386,6.614649000000001,6.893047,6.549213,6.690986,7.16326,6.791758,6.71471,6.931171000000001
PLPPR4,6.7079059999999995,6.926409,6.830862,6.8910860000000005,6.9323395,6.8979574999999995,6.9645315000000005,7.0417265,6.885682000000001,6.685150500000001,6.986227499999999,6.791157000000001
PLPPR5,7.035919,7.0203105,6.9254975000000005,6.9847865,7.090053500000001,6.9402295,7.1157345,6.9572080000000005,6.8242385,6.916622500000001,7.1269175,6.893069000000001
PLRG1,11.739075999999999,10.696588,11.087503,10.816977,10.458166,11.191798,10.314182,10.525947,10.763699,10.98494,10.563205,10.997598
PLS1,8.010071,8.7634975,8.533913,8.5543945,8.458625999999999,8.5443135,8.700584,8.746607000000001,8.4459325,8.094088000000001,7.974472500000001,8.2551035
PLS3,12.541195,12.4156785,12.4985995,11.626726,11.612489,11.663561999999999,11.3280465,11.4382095,11.284792,11.827139500000001,11.62685,11.761627
PLSCR1,9.405355,8.334966,8.696341,8.498783999999999,8.434725,8.606371000000001,8.00954,8.147385,8.123244999999999,8.80855,8.401574,8.71485
PLSCR2,6.433259,6.522837,6.42304,6.487788,6.497584,6.365136,6.41985,6.52036,6.487673,6.370798000000001,6.335176000000001,6.451154
PLSCR3,11.307814,11.610427,11.963617999999999,11.63309,11.86368,11.4608,11.860791,11.808269000000001,12.264992999999999,11.663994,11.774797,11.516665
PLSCR4,7.572975,7.558826,7.5270660000000005,7.373686,7.582158,7.360353,7.359585000000001,7.510135000000001,7.5755,7.647341,7.494124,7.4458839999999995
PLSCR5,6.733594999999999,6.726541,6.766100999999999,6.652096,6.760089,6.720782000000001,6.625323,6.724296000000001,6.6126380000000005,6.727378999999999,6.835812,6.749632000000001
PLTP,9.049781,9.4021615,9.667575,9.6330785,9.5403725,9.553894,9.379505,9.563139,10.190439999999999,9.355252,9.277383500000001,9.609413
PLVAP,6.7150479999999995,6.545891,6.938682000000001,6.672428999999999,6.7427470000000005,6.721328999999999,6.758483999999999,6.985709,6.778282000000001,6.799583999999999,6.630969,6.666542
PLXDC1,7.091486,6.867721,7.023763000000001,6.7753309999999995,6.798655,6.903853999999999,6.975229,6.890313000000001,6.838336999999999,7.0393300000000005,6.909306,6.836808
PLXDC2,7.682172500000001,7.662064999999999,7.455863000000001,7.817355,7.751428,7.6688905,7.637072,7.724553,7.100444,7.630525,7.7758294999999995,7.8264949999999995
PLXNA1,8.970296000000001,9.306643,9.891698,9.290966000000001,9.184783,8.940365,9.331515,9.335467999999999,9.577996,8.918026,9.197510000000001,9.133594
PLXNA2,6.6779399999999995,6.591811,6.675036500000001,6.6031725,6.8012175,6.8664785,6.740442999999999,6.807221000000001,6.66817,6.752323,6.687749,6.904669999999999
PLXNA3,7.704447,8.365839999999999,8.681412,8.4815,8.638573,8.169171,8.622627,8.3677,8.584286,7.725278,8.528721,8.381664
PLXNA4,6.3796455000000005,6.4672975,6.5762295,6.450439,6.5755965,6.38285,6.4497285,6.46106,6.5259184999999995,6.403633999999999,6.483075,6.337422
PLXNB1,9.023764,9.844209,10.098958999999999,10.208803999999999,10.231437,9.859175,10.164223,10.160722999999999,10.613828999999999,9.590603999999999,10.247479,10.099655
PLXNB2,8.2850215,8.5138275,8.678198,8.571189,8.663779,8.380272999999999,8.5557915,8.578312,9.0087005,8.381472500000001,8.5227775,8.476397
PLXNB3,6.568351,6.772792999999999,6.776136,6.645399,6.6438,6.592733,6.803666000000001,6.776356,6.819037,6.562806,6.656305000000001,6.713187
PLXNC1,6.3963470000000004,6.469768,6.460414,6.432937,6.44781,6.55089,6.487701,6.41953,6.449957,6.4648449999999995,6.419471,6.344641
PLXND1,7.522092999999999,7.311781,7.688794000000001,7.181153999999999,7.5056210000000005,7.301133999999999,7.371478,7.336106,7.306605,7.324489999999999,7.4458839999999995,7.412499
PM20D1,7.124561,6.948401,7.062508,6.968932000000001,6.9524610000000004,7.020789,7.166635,7.104472,7.000988,6.938874,6.873292,7.117166
PM20D2,6.813466,6.7810440000000005,6.746979,6.902514,7.037725999999999,6.869329,6.918019,6.831186,6.799232000000001,6.8877630000000005,7.059741000000001,6.773847
PMAIP1,7.557796499999999,8.3938455,7.7903145,8.308729,8.2362,8.6797035,8.4941885,8.602545,8.186717,8.753263,8.674445,8.364156
PMCH,6.551407,6.329053,6.5584229999999994,6.506776,6.521064,6.368036,6.483347,6.518259,6.6928149999999995,6.3804099999999995,6.420595,6.512912
PMCHL1,7.410748,7.0020169999999995,7.015374,6.923325,6.893047,7.008155,7.184463,6.964582000000001,7.071242,6.937138,7.02652,6.932359
PMEL,11.387211,11.716699,12.239563,12.27846,12.014086,11.864764,11.844012,11.73071,12.12345,11.85051,11.53731,12.033778
PMEPA1,7.569300500000001,7.287909,7.4342785000000005,7.314475999999999,7.183096000000001,7.3243625,7.353586,7.299745,7.3507169999999995,7.423806,7.533809,7.498253999999999
PMF1,9.052489999999999,9.293331,9.427629,9.308989,9.579042,9.431092,9.21463,9.316563,9.824122000000001,9.1524,9.419088,9.297606
PMFBP1,6.498424,6.645639999999999,6.5061029999999995,6.595484,6.6331240000000005,6.5768699999999995,6.484565,6.706983,6.533983999999999,6.674202,6.829876,6.559646000000001
PML,6.573778999999999,6.586436999999999,6.658772999999999,6.4821029999999995,6.56204,6.587886,6.478487,6.629426,6.606466,6.575491,6.573885000000001,6.682131
PMM1,9.086856,9.654207000000001,9.976549,9.163455,9.305518,9.169738,9.593644,9.267234,10.316208,8.918783,9.136975999999999,9.245742
PMM2,10.963389999999999,10.71556,10.430384,11.036707,10.890835000000001,10.748386,11.103482000000001,10.946307000000001,10.585609,10.698692,11.076397,10.859517
PMP2,6.507369000000001,6.590797,6.523461,6.440526,6.511309,6.458342,6.334037,6.553075,6.557336,6.719689999999999,6.614578999999999,6.471923
PMP22,6.556761999999999,6.7033309999999995,6.664283,6.542898,6.786009,6.629623,6.801432000000001,6.610059,6.482373,6.431502,6.495956,6.643732000000001
PMPCA,11.796733999999999,11.86368,12.008723,11.992393,11.959539,11.761641000000001,12.03842,11.920782,12.14125,11.871861,12.043871000000001,11.945255
PMPCB,11.925303,12.089858,11.773109,12.05056,12.137179,12.117443,12.083982,12.122119,11.472938000000001,12.048094,11.998016999999999,11.989608
PMS1,6.353752,6.720859,6.528969,6.539589,6.683336,6.735981,6.659663,6.674001,6.630806,6.289848999999999,6.500401999999999,6.7487710000000005
PMS2,7.003161,6.7720720000000005,6.992997,6.633841,6.716425999999999,6.756871,6.707338,6.554638000000001,6.596407000000001,6.836327000000001,6.807441000000001,6.801142
PMS2CL,6.711327000000001,6.694908,6.582528999999999,6.561678999999999,6.497466,6.745178999999999,6.558078,6.487007,6.433082,6.679378,6.6948490000000005,6.671322
PMS2P2,6.6512,6.916131,6.966272,6.773655000000001,6.699258,6.837515,6.865972999999999,6.945119999999999,6.73319,6.815395,6.84245,6.871955000000001
PMS2P4,10.061185,10.685108999999999,10.806102000000001,10.583515,10.808703999999999,10.322104,11.182111,10.953875,11.240605,10.364507000000001,10.799203,10.540142999999999
PMVK,9.212869,9.517292999999999,9.757502,9.750432,9.876623,9.563303,9.412306,9.483412,10.37538,9.65793,9.374004,9.59292
PNCK,10.342925,10.419007,10.903205,10.445153,10.502904,10.374404,10.83644,10.6542,10.639588999999999,10.300562,10.211133,10.440536999999999
PNISR,9.838303999999999,9.825397,9.116283000000001,10.42262,10.013380999999999,10.411754,9.720408,9.895307,8.830945,10.011683999999999,9.8599,9.975106
PNKD,7.245748,7.437774,7.875642,7.6208100000000005,7.712336,7.7175910000000005,7.787978,7.788438,8.156542,7.15665,7.396364999999999,7.250792999999999
PNKP,10.403699000000001,10.83644,11.383567,11.012578999999999,11.170214,10.850986,11.172454,10.947937,11.547994000000001,10.871199,10.827333,10.850562
PNLDC1,6.322211,6.3243730000000005,6.378156,6.285747,6.439712,6.315696,6.264787999999999,6.352165,6.222628,6.272108,6.349018,6.409782
PNLIP,6.271787000000001,6.508122,6.365746,6.49555,6.291872,6.31343,6.296857,6.393828,6.235636,6.258889,6.172177,6.362529
PNLIPRP1,6.430827,6.524097,6.561921000000001,6.304481,6.387658,6.504747,6.4358629999999994,6.540724,6.3429910000000005,6.451466,6.4624440000000005,6.5980550000000004
PNLIPRP2,6.694299000000001,6.55922,6.5184,6.366789,6.378533999999999,6.525532,6.430494,6.593586,6.720486999999999,6.211979,6.024508999999999,6.162547
PNLIPRP3,6.142544,6.0341830000000005,6.241417,6.317657,6.066319999999999,6.379579,6.22229,6.237026,6.16847,6.346680999999999,6.072303,5.964207
PNMA1,8.647182,8.535680000000001,8.637456,8.617848,8.631084,8.897908000000001,8.20632,8.477714,9.059287,8.583286,8.694479,8.674246
PNMA2,9.434078,9.146738000000001,10.212877,8.397997,8.791072,8.66567,9.427186,9.525621000000001,10.435774,7.860114,9.095002000000001,8.165109
PNMA3,9.08896,9.250826,9.482178,9.264305,9.599969999999999,9.379389,9.529865,9.405355,9.744108,9.641871,9.579561,9.729682
PNMA5,6.297098,6.4286959999999995,6.387777,6.424722,6.375689,6.245914,6.23904,6.416331,6.046572,6.531967,6.415630999999999,6.321901
PNMA6A,7.555824,8.043689,8.172178,8.249161,8.020278,8.023428,7.7021880000000005,7.646614,8.37278,7.955936,7.610124000000001,8.008848
PNMAL1,9.1552565,8.9493655,9.290027,8.832302499999999,9.0494445,8.8962525,8.952342,8.9392605,9.1867695,8.995266,9.380966,8.897061500000001
PNMAL2,6.770511,6.756163000000001,6.854138000000001,6.554608999999999,6.543464,6.529828,6.775556,6.524901,6.753052,6.5727660000000006,6.627447999999999,6.544897
PNMT,6.5492669999999995,6.9154,6.939850999999999,6.904592999999999,6.848813000000001,6.822373,6.5337629999999995,6.659930999999999,6.757225999999999,6.773269,6.70591,6.885347
PNN,10.066783000000001,10.042676,9.387083,10.81855,10.307359,10.692006,10.119487,10.366642,9.339542999999999,10.692006,10.339901,10.504235000000001
PNO1,10.538491,10.234458,10.059254,10.299635,10.509806,10.494233,10.602333999999999,10.40277,10.068905,10.750995,11.255509,10.570085
PNOC,6.599150999999999,6.384752,6.403141000000001,6.269698,6.4138720000000005,6.508462000000001,6.4310279999999995,6.472481,6.422587999999999,6.570104,6.490469999999999,6.3928970000000005
PNP,11.356753,10.84716,10.483392,10.969579,10.955442,11.083602,10.953875,10.951694999999999,10.480589,10.994056,11.082041,11.206277
PNPLA1,6.195565,6.27069,6.606089999999999,6.361477,6.3297669999999995,6.388747,6.4141330000000005,6.53346,6.506252,6.385483,6.487788,6.307245
PNPLA2,8.819509,9.281617,9.540983,9.625497,9.746414,9.221166,9.765419999999999,9.454445,9.86107,9.296615,9.193863,9.430663000000001
PNPLA3,6.9743,6.7020740000000005,6.883559,6.554674,6.6401509999999995,6.655964999999999,6.5537410000000005,6.730326,6.8400929999999995,6.666149000000001,6.724562,6.7392970000000005
PNPLA4,6.527339,6.552307,6.764547,6.490575,6.546557,6.717285,6.586193,6.616279,6.436888,6.369182,6.655403999999999,6.627714999999999
PNPLA5,6.717605000000001,6.476898,6.617435,6.559182000000001,6.547994,6.594676,6.427139,6.481457,6.621987,6.805762,6.470859,6.577201
PNPLA6,10.976638000000001,11.392737,11.708509,11.221979,11.547994000000001,11.113304,11.796055,11.525757,11.966888,11.25842,11.324223,11.295199
PNPLA7,8.039812,8.292266,8.165452,8.182238,8.0936,7.787978,8.056785000000001,7.735257000000001,7.7997,8.014934,8.236792,7.926814
PNPLA8,6.774633000000001,7.2431054999999995,6.905815,7.056878500000001,6.892361999999999,7.033475,7.056797500000001,7.0058240000000005,6.958355,7.194875,7.063967999999999,7.0757555
PNPO,8.986797,9.557122,9.663231,8.019177,8.099882000000001,8.03628,10.069267,9.950599,10.359060000000001,10.098958999999999,9.680843,10.123369
PNPT1,10.280039,9.292494999999999,9.554026,9.711547999999999,9.242374,9.437407,10.196962,9.753157,9.291216,9.90891,9.933572999999999,9.197117
PNRC1,6.34821,6.7629779999999995,6.391643,7.133406,6.924836999999999,6.932805,7.01169,6.83253,6.345052,6.863664999999999,6.3754349999999995,7.149592
PNRC2,6.492209,6.591997,6.594994,6.796882000000001,6.635917999999999,6.580544000000001,6.680128,6.736814,6.696495,6.731967,6.4391419999999995,6.776913
POC1A,11.049714,11.951032000000001,12.003651,11.562071000000001,11.771027,11.577929,11.835067,11.697453999999999,12.214014,11.365368,11.528541,11.528541
POC1B,7.395917999999999,7.437585,7.3403529999999995,7.592442,7.671733000000001,7.536541000000001,7.637436999999999,7.718056,7.2830070000000005,7.477798,7.203127,7.525892999999999
POC5,8.934275,8.637282,8.697637,8.710566,8.810179,9.048727,8.946598,8.843825,8.741151,8.899694,9.174299000000001,8.441827
PODN,6.993287,7.0430660000000005,6.9280029999999995,7.017938000000001,7.084491000000001,6.9961020000000005,6.853413000000001,6.974191,6.854856,6.856372,6.814897,7.3334839999999994
PODNL1,6.5147900000000005,6.626246000000001,6.381959999999999,6.727378999999999,6.579046000000001,6.543517,6.283049,6.434658,6.461043,6.55089,6.315980000000001,6.454393
PODXL,11.705826,11.099333999999999,11.034941,11.583253,11.322842,11.221979,11.290616,11.44795,10.611703,11.292595,11.209989,11.677161
PODXL2,7.753315,8.37427,8.657029,8.07895,8.250341,8.085761999999999,8.4154,8.265416,8.96883,7.995363,7.454553999999999,8.239436
POF1B,6.886067,7.0450479999999995,6.935225999999999,6.981903999999999,7.016158,6.7677179999999995,6.9639240000000004,7.019639,6.978585000000001,6.886249,6.901393,6.860272
POFUT1,7.9645715,7.912552000000001,7.994916,7.863289,8.131185499999999,7.890807000000001,7.947878500000001,7.9278205,8.028728,7.792778500000001,7.993541499999999,7.708725
POFUT2,10.287013,10.962671,10.521792999999999,11.121078,11.013996,10.983008,10.880674,10.969579,11.048554,10.817927000000001,10.939148,10.984606
POGK,11.09338,10.906919,10.757396,10.841522,11.066124,10.690913,10.947486999999999,10.768096,10.084292999999999,10.654741,11.230907,10.414660000000001
POGLUT1,9.315495,9.228034,8.6504905,9.485797,9.388816499999999,9.328917,9.7732715,9.705962,8.8576655,9.3747725,9.8555615,9.566253
POGZ,7.0982270000000005,7.14925,6.925344,7.319925,7.047059,7.369561,7.227724,7.112543,6.784961999999999,7.30805,7.037068,6.992566
POLA1,8.85816,9.332139,8.713653,8.838097,8.78599,8.800117,8.8266595,8.875875500000001,7.6462735,8.8434735,8.549757000000001,8.6921925
POLA2,10.333193,10.558862,10.720018,9.888702,10.591853,10.408762,10.489092,10.392567999999999,10.527942999999999,10.158732,10.341878999999999,9.968687
POLB,10.473203999999999,10.650122,10.652660000000001,10.611473,10.737916,10.671619999999999,10.641946,10.665582,11.082041,10.510028,10.555827,10.486449
POLD1,9.427186,10.171624000000001,10.645616,10.115958000000001,10.305762,10.179871,10.074836999999999,10.21879,10.91855,9.984671,10.024142,10.322712
POLD2,9.0470805,9.281422000000001,9.584693,9.3072655,9.199545500000001,9.346035,8.971314999999999,9.0524515,9.9384245,9.2836105,8.898372,9.2598105
POLD3,7.78719,7.7289685,7.5700045,7.790087,7.834691499999999,7.84892,7.568255000000001,7.696016999999999,7.244753,7.8411575,7.493239999999999,7.805589500000001
POLD4,7.920672,8.118972,8.152351,7.992902000000001,8.100306,7.982993,7.918194000000001,8.096771,8.842473,7.972557000000001,7.931288,8.10383
POLDIP2,9.022392,8.913167,8.812443,8.581565,8.880875999999999,8.879116,8.896937,8.909757,9.305287,9.13599,9.258352,8.833925
POLDIP3,8.823754,8.8890435,8.8311445,9.0041985,8.855312,8.952646000000001,8.719542500000001,8.818076,9.0747415,9.1501895,8.968273,9.228972500000001
POLE,9.453913,9.737314999999999,9.896203,10.420385000000001,10.372539,10.457207,9.984454,10.252851,9.936252,9.83028,9.895706,10.210348
POLE2,10.031035000000001,10.538046000000001,10.360049,10.36398,10.715088,10.509310000000001,10.468325,10.458166,10.360625,10.370664,10.45058,10.243672
POLE3,12.072659,12.080271,11.631644,12.111053,12.330588,12.23371,12.396229,12.313949000000001,11.247496,12.322822,12.389164,12.177835
POLE4,11.750879,12.063281,12.000164999999999,11.722944,11.991264,11.705826,11.79923,11.829716000000001,12.27776,11.735472,11.886813,11.648758
POLG,8.68939,8.603843,9.315298,8.476691,8.016592,8.902127,8.225302000000001,8.626071000000001,9.356197,8.822817,7.704058,9.087626
POLG2,8.71485,8.582953,8.058748,8.225809,8.591132,8.972408999999999,8.511078999999999,8.610249000000001,8.501147999999999,8.833925,8.440002999999999,8.552014
POLH,6.9647380000000005,6.947592,7.1043125,7.047391499999999,7.023807499999999,7.021013000000001,7.0178015,7.032094,7.056144000000001,7.1263440000000005,7.1317155,6.917296
POLI,6.294653,6.08676,6.4545069999999996,6.398377,6.468164,6.200679,6.50566,6.299435,6.208356,6.224113,6.517769,6.3977580000000005
POLK,6.438176,6.366080999999999,6.452884,6.40187,6.3664510000000005,6.351845,6.488193,6.457943,6.228554,6.327188,6.420564,6.367608000000001
POLL,7.674308,7.7953660000000005,8.131774,7.513046000000001,7.622386,7.676887,7.414853,7.439307,8.33527,7.3853740000000005,7.465472,7.389049000000001
POLM,7.035583,7.7101820000000005,7.909905999999999,7.440194,7.676207000000001,7.4358770000000005,7.385662,7.468802,8.378451,7.177587,7.582462,7.381589999999999
POLN,7.173845,7.097204,7.0536460000000005,7.117578999999999,7.143532,7.110727000000001,7.123941,7.077192,7.008716000000001,7.22549,7.090569,7.070569
POLQ,10.071153,10.157843,9.189998,9.797785000000001,9.893096,9.882761,9.952666,9.826373,8.500884,9.888335000000001,10.089993,9.530386
POLR1A,7.262734,7.17628,7.074864999999999,7.05285,7.369261,7.268984,7.117166,7.168207000000001,7.227281,7.0817,7.116408,7.274
POLR1B,7.2136145,7.217747500000001,7.0680925000000006,7.302333,7.126097,7.1394965,7.308152499999999,7.234422500000001,6.77043,7.131694500000001,7.0237929999999995,6.9759910000000005
POLR1C,10.2197965,10.442919,9.945530499999998,10.99285,10.6900755,10.8919275,10.628944,10.819484,10.274395,10.962875,10.5917945,11.267562
POLR1D,11.514828999999999,11.760986500000001,11.6853495,11.844896,11.635313,11.6598945,11.645072500000001,11.6108275,11.206443,11.7712695,11.521945,11.841325
POLR1E,9.819099000000001,9.7778215,9.852730000000001,10.083638,9.961361,10.009613,9.863441,9.99719,9.687169,10.077829,9.862194,10.117823
POLR2A,11.495289999999999,11.851315,11.959539,12.011658,12.043146,11.825887,12.106873,12.08281,11.9131,11.716699,11.95624,11.854248
POLR2B,10.56347,10.216391,9.866843,10.269695,10.034079,10.64507,9.831412,10.16812,9.057915,10.520828999999999,9.891214999999999,10.411754
POLR2C,10.11848,10.179827000000001,9.980677,9.718042,9.944475,10.1219655,10.149736,9.9061635,9.9086275,9.974205,10.110861,10.112656
